,belongs_to_collection,genres,original_language,popularity,production_companies,runtime,spoken_languages,title,vote_average
8898,Koker Trilogy,['Drama'],fa,2.050506,"['Kanoon', 'The Institute for the Intellectual Development of Children & Young Adults']",83.0,['فارسی'],Where Is My Friend's House?,7.8
8904,A Chinese Ghost Story Collection,"['Fantasy', 'Action']",cn,7.792253,['Cinema City'],98.0,['普通话'],A Chinese Ghost Story,7.2
8908,A Better Tomorrow Collection,"['Action', 'Crime', 'Thriller']",cn,4.536307,['Cinema City'],105.0,"['广州话 / 廣州話', 'English', 'Italiano', '普通话']",A Better Tomorrow II,7.0
8952,Patlabor Collection,"['Action', 'Animation', 'Science Fiction']",ja,2.957731,['Studio DEEN'],100.0,['日本語'],Patlabor: The Movie,6.6
8960,Wong Kar-Wai's Informal Collection,"['Crime', 'Drama', 'Romance']",cn,6.242263,['Media Asia Films'],91.0,"['广州话 / 廣州話', 'English', '普通话', '']",Days of Being Wild,7.3
8962,Begotten Collection,"['Fantasy', 'Horror']",en,2.592052,['Theatre Of Material'],78.0,['English'],Begotten,5.0
8978,Mannequin Collection,"['Fantasy', 'Comedy', 'Science Fiction', 'Romance']",en,2.62835,['Gladden Entertainment'],95.0,['English'],Mannequin Two: On the Move,4.6
8996,Barbarian Queen Collection,"['Action', 'Adventure', 'Fantasy']",en,1.358164,['Triana Films'],80.0,['English'],Barbarian Queen II: The Empress Strikes Back,3.2
9017,Koker Trilogy,"['Adventure', 'Drama']",fa,1.183477,"['Kanoon', 'The Institute for the Intellectual Development of Children & Young Adults']",95.0,['فارسی'],Life and Nothing More...,6.9
9018,House of Angels Collection,['Comedy'],sv,1.43749,"['Danmarks Radio (DR)', 'Memfis Film', 'J&M Entertainment']",127.0,['svenska'],House of Angels,5.3
9020,American Ninja Collection,"['Action', 'Thriller']",en,1.322105,"['Cannon Group', 'International Movie Service S.r.l.']",102.0,['English'],American Ninja 5,4.1
9023,The Bride with White Hair Collection,"['Adventure', 'Fantasy', 'Drama', 'Action', 'Science Fiction']",cn,3.635789,['Mandarin Films Distribution Co'],92.0,"['广州话 / 廣州話', '普通话']",The Bride with White Hair,6.2
9026,Cyborg Collection,"['Action', 'Adventure', 'Science Fiction']",en,4.456003,"['Trimark Pictures', 'Anglo-American Film Corporation']",99.0,['English'],Cyborg 2,3.9
9029,Fortress Collection,"['Action', 'Thriller', 'Science Fiction']",en,5.970749,"['Village Roadshow Pictures', 'Davis Entertainment', 'Fortress Films']",95.0,['English'],Fortress,5.7
9036,The Philadelphia Experiment - Collezione,['Science Fiction'],en,1.155075,['Trimark Pictures'],97.0,"['Deutsch', 'English']",Philadelphia Experiment II,5.0
9038,Barrytown Trilogy,"['Comedy', 'Drama']",en,1.14168,"['Miramax Films', 'BBC Films']",91.0,['English'],The Snapper,6.3
9044,Trilogía de la violencia de Michael Haneke,['Drama'],de,2.445019,['Wega Film'],100.0,"['Română', 'Deutsch']",71 Fragments of a Chronology of Chance,7.0
9045,Naked Collection,"['Action', 'Crime', 'Romance']",cn,2.063454,"['Golden Harvest Company', ""Wong Jing's Workshop""]",100.0,['广州话 / 廣州話'],Naked Killer,5.7
9047,Darkman Collection,"['Action', 'Adventure', 'Science Fiction', 'Thriller']",en,4.366222,['Renaissance Pictures'],93.0,['English'],Darkman II: The Return of Durant,4.5
9056,Major League Collection,['Comedy'],en,7.989181,"['Warner Bros.', 'Morgan Creek Productions']",105.0,['English'],Major League II,5.2
9059,Pumpkinhead Collection,['Horror'],en,2.138141,"['Live Entertainment', 'Motion Picture Corporation of America (MPCA)']",88.0,"['English', 'Deutsch']",Pumpkinhead II: Blood Wings,4.6
9071,Street Fighter Collection,"['Animation', 'Action']",ja,6.878263,"['Sony Music Entertainment Japan', 'Group TAC', 'Capcom']",102.0,"['English', '日本語']",Street Fighter II: The Animated Movie,6.7
9075,Tales of the Four Seasons,"['Comedy', 'Drama', 'Romance']",fr,2.207306,"['Les Films du Losange', 'Canal+', 'La Sept Cinéma', 'Sofilmka']",113.0,['Français'],A Summer's Tale,7.0
9078,Jack Frost Collection,"['Fantasy', 'Horror', 'Comedy']",en,5.764598,['Moonstone Entertainment'],89.0,['English'],Jack Frost,5.3
9079,The Hunters Collection,"['Thriller', 'Crime', 'Mystery']",sv,2.310913,['Filmteknik'],113.0,['svenska'],The Hunters,6.5
9080,Aki Kaurismäki's Finland trilogy,['Drama'],fi,4.294364,['Sputnik Oy'],96.0,['suomi'],Drifting Clouds,7.1
9086,Pusher Collection,"['Action', 'Crime', 'Drama', 'Thriller']",da,6.160414,['Balboa Entertainment'],105.0,['Dansk'],Pusher,6.8
9101,Hamilton Collection,"['Action', 'Thriller']",sv,2.526907,"['Moviola Film och Television AB', 'TV4 Sweden AB', 'Yellow Cottage']",122.0,"['Pусский', 'English', 'svenska']",Hamilton,6.0
9115,The Lion King Collection,"['Animation', 'Family', 'Adventure']",en,9.417261,"['Walt Disney Pictures', 'Walt Disney Animation Australia', 'DisneyToon Studios']",81.0,['English'],The Lion King 2: Simba's Pride,6.7
9119,From Dusk Till Dawn Collection,"['Western', 'Horror', 'Thriller']",en,4.839043,"['A Band Apart', 'Dimension Films', 'Los Hooligans Productions']",94.0,['English'],From Dusk Till Dawn 3: The Hangman's Daughter,4.6
9122,From Dusk Till Dawn Collection,"['Crime', 'Action', 'Horror', 'Thriller']",en,13.778043,"['A Band Apart', 'Dimension Films', 'Los Hooligans Productions']",88.0,['English'],From Dusk Till Dawn 2: Texas Blood Money,4.4
9123,Torrente Collection,"['Comedy', 'Crime']",es,3.809138,"['CARTEL S.A.', 'Rocabruno S.A.']",97.0,['Español'],"Torrente, the Dumb Arm of the Law",6.2
9133,The Kingdom,"['Horror', 'Mystery']",da,0.553169,['Zentropa'],286.0,"['Dansk', 'svenska']",The Kingdom II,6.7
9138,Unna Trilogie,"['Crime', 'Action', 'Comedy']",de,3.931984,"['Senator Film Produktion', 'Becker & Häberle Filmproduktion GmbH', 'Traumwerk Filmproduktion GmbH']",110.0,['Deutsch'],"Bang, Boom, Bang",7.5
9139,Batman (DC Universe Animated) Collection,"['Animation', 'Action', 'Crime']",en,4.579735,"['DC Comics', 'Warner Bros. Animation']",70.0,"['English', 'Português']",Batman & Mr. Freeze: SubZero,6.9
9144,Addams Family Collection,"['Comedy', 'Family', 'Fantasy', 'Thriller', 'TV Movie']",en,7.996398,"['Saban Entertainment', 'Fox Family Films']",91.0,"['English', 'Français']",Addams Family Reunion,3.9
9157,Lady Snowblood Collection,"['Action', 'Drama', 'Thriller']",ja,7.228457,['Toho Film (Eiga) Co. Ltd.'],97.0,['日本語'],Lady Snowblood,7.8
9166,Candyman Collection,"['Fantasy', 'Horror']",en,8.259034,"['Aurora Productions', 'Artisan Entertainment']",93.0,['English'],Candyman: Day of the Dead,3.6
9169,Superman (DC Universe Animated) Collection,"['Action', 'Animation']",en,4.030482,"['DC Comics', 'Warner Bros. Television', 'Warner Bros. Animation']",64.0,['English'],The Batman Superman Movie: World's Finest,7.1
9170,Evangelion Collection,"['Animation', 'Drama', 'Science Fiction']",ja,6.228255,"['TV Tokyo', 'Gainax', 'Movic', 'SEGA', 'Toei Animation', 'Kadokawa Shoten Publishing Co.', 'Production I.G.', 'Project Eva', 'Star Child Recording']",87.0,['日本語'],The End of Evangelion,8.1
9177,Freeway Collection,"['Comedy', 'Crime', 'Drama']",en,0.552559,['The Kushner-Locke Company'],97.0,"['English', 'Español']",Freeway II: Confessions of a Trickbaby,6.0
9182,Kirikou,"['Fantasy', 'Adventure', 'Animation', 'Family']",fr,5.635856,"['Les Armateurs', 'Radio Télévision Belge Francophone (RTBF)', 'Monipoly Productions', 'France 3 Cinema']",70.0,['Français'],Kirikou and the Sorceress,7.2
9185,Taxi Collection,"['Action', 'Comedy', 'Crime']",fr,6.411782,"['ARP Sélection', 'TF1 Films Productions']",82.0,"['Deutsch', 'Français', '日本語']",Taxi 2,6.1
9187,Osobennosti Natsionalnoy ... - Collection,['Comedy'],ru,1.740314,"['Kinokompaniya CTB', 'Nikola Film']",95.0,"['Český', 'Pусский']",Peculiarities of the National Fishing,6.8
9195,Cruel Intentions Collection,"['Drama', 'Romance', 'Thriller']",en,4.333637,"['Original Film', 'Newmarket Capital Group', 'Columbia TriStar Television']",87.0,['English'],Cruel Intentions 2,4.4
9202,The Big Bottom Box,['Comedy'],en,3.150288,['Universal Pictures'],89.0,['English'],Guest House Paradiso,6.3
9204,If These Walls Could Talk Collection,"['Romance', 'Drama']",en,2.866914,"['Team Todd', 'HBO Films']",96.0,['English'],If These Walls Could Talk 2,6.3
9207,A Goofy Movie Collection,"['Animation', 'Family', 'Comedy']",en,10.368424,['Walt Disney Television Animation'],79.0,['English'],An Extremely Goofy Movie,6.0
9211,Wong Kar-Wai's Informal Collection,"['Fantasy', 'Drama', 'Science Fiction', 'Romance']",zh,7.157169,"['Paradis Films', 'Orly Films', 'Shanghai Film Group Corporation', 'Jet Tone Films']",129.0,"['广州话 / 廣州話', '日本語', '普通话']",2046,6.9
9217,The Wog Boy Collection,['Comedy'],en,0.533729,"['Third Costa', 'Australian Film Finance Corporation (AFFC)', 'Film Victoria', 'G.O. Films']",92.0,['English'],The Wog Boy,6.2
9225,The Female Prisoner Series,"['Action', 'Crime', 'Drama', 'Thriller']",ja,1.01857,['Toei Company'],90.0,['日本語'],Female Prisoner Scorpion: Jailhouse 41,7.5
9230,Batman Beyond Collection,"['Animation', 'Family']",en,7.872438,"['DC Comics', 'Warner Bros. Animation']",74.0,['English'],Batman Beyond: Return of the Joker,7.5
9239,Mimic Collection,"['Horror', 'Science Fiction', 'Thriller']",en,4.88911,"['Neo Art & Logic', 'Dimension Films']",82.0,"['English', 'Español']",Mimic 2,4.8
9241,Paradise Lost Collection,['Documentary'],en,1.661741,['Creative Thinking International Ltd.'],130.0,['English'],Paradise Lost 2: Revelations,7.2
9254,In China They Eat Dogs Collection,"['Action', 'Comedy', 'Crime', 'Thriller']",da,4.003761,['Thura Film'],95.0,"['Dansk', 'Srpski', 'svenska']",Old Men in New Cars: In China They Eat Dogs II,6.9
9260,Asterix and Obelix Collection,"['Family', 'Fantasy', 'Comedy', 'Adventure']",fr,11.117405,"['Renn Productions', 'Canal Plus', 'La Petite Reine', 'TF1 Films Production', 'Chez Wam', 'Centre National de la Cinématographie (CNC)', 'KC Medien', 'Katharina']",108.0,"['Deutsch', 'Français', 'العربية', '广州话 / 廣州話', 'Latin']",Asterix & Obelix: Mission Cleopatra,7.2
9292,Godzilla (Millennium) Collection,"['Adventure', 'Action', 'Drama', 'Fantasy']",ja,1.7519,"['Toho Pictures, Inc.']",105.0,['日本語'],"Godzilla, Mothra and King Ghidorah: Giant Monsters All-Out Attack",6.2
9302,American Psycho Collection,"['Horror', 'Thriller']",en,4.968814,['Lions Gate Films'],88.0,['English'],American Psycho 2: All American Girl,4.6
9308,Dead or Alive Collection,"['Crime', 'Drama', 'Thriller']",ja,1.147692,"['Daiei Motion Picture Company', 'Toei Video Company', 'Excellent Film']",97.0,['日本語'],Dead or Alive 2: Birds,6.8
9309,Cube Collection,"['Thriller', 'Science Fiction', 'Mystery']",en,15.317489,"['Lions Gate Films', 'Ghost House Pictures']",94.0,['English'],Cube²: Hypercube,5.4
9326,Annika Bengtzon Collection,"['Drama', 'Thriller']",sv,0.597424,['Sweetwater AB'],128.0,['svenska'],Deadline,5.4
9333,Dead or Alive Collection,"['Action', 'Comedy', 'Family', 'Foreign', 'Science Fiction']",ja,0.903011,"['Daiei Motion Picture Company', 'Toei Video Company', 'Excellent Film']",89.0,"['广州话 / 廣州話', '日本語']",Dead or Alive: Final,5.3
9335,Fubar Collection,"['Comedy', 'Music']",en,1.308643,"['Téléfilm Canada', 'Canadian Film or Video Production Tax Credit (CPTC)', 'Busted Tranny']",76.0,['English'],Fubar,5.9
9343,The Vengeance Collection,"['Action', 'Drama', 'Thriller']",ko,6.314697,"['CJ Entertainment', 'Studio Box']",121.0,['한국어/조선말'],Sympathy for Mr. Vengeance,7.3
9346,The Foreigner Collection,"['Action', 'Thriller']",en,4.266051,"['Columbia Pictures', 'Franchise Pictures']",96.0,"['Polski', 'English', 'Dansk', 'Deutsch']",The Foreigner,3.7
9349,Johan Falk Collection,"['Action', 'Thriller']",sv,1.7972,"['Sonet Film', 'Blind Spot Pictures Oy', 'Film Väst']",115.0,"['Nederlands', 'English', 'Français', 'Deutsch', 'svenska']",The Third Wave,6.2
9353,The Lion King Collection,"['Animation', 'Comedy', 'Family']",en,8.931033,"['Walt Disney Pictures', 'Walt Disney Animation Australia', 'DisneyToon Studios']",77.0,['English'],The Lion King 1½,6.3
9359,Herr Lehmann Filmreihe,"['Comedy', 'Drama']",de,5.345104,['Boje Buck Produktion'],105.0,['Deutsch'],Herr Lehmann,6.9
9374,Ju-on Collection,['Horror'],ja,3.332192,['Toei Video Company'],70.0,['日本語'],Ju-on: The Curse,7.0
9375,Ju-on Collection,['Horror'],ja,2.246011,['Toei Video Company'],76.0,['日本語'],Ju-on: The Curse 2,5.9
9380,Tremors Collection,"['Action', 'Comedy', 'Horror', 'Western']",en,10.002295,['Stampede Entertainment'],101.0,['English'],Tremors 4: The Legend Begins,5.4
9382,Bring It On Collection,['Comedy'],en,0.380586,['Universal Pictures'],90.0,['English'],Bring It On Again,5.3
9383,The Crimson Rivers Collection,"['Action', 'Thriller', 'Crime']",fr,9.261826,"['Europa Corp', 'TF1 Films Production', 'Filmauro', 'Canal+', 'Studio Légende', 'Epica Ltd.']",97.0,"['Deutsch', 'Français', 'Italiano']",Crimson Rivers II: Angels of the Apocalypse,6.0
9388,Sniper Collection,['Action'],en,3.437664,['Sandstorm Films'],97.0,['English'],Sniper 2,5.4
9390,Battle Royale Collection,"['Action', 'Thriller']",ja,7.500419,['Fukasaku-gumi'],155.0,['日本語'],Battle Royale II: Requiem,4.9
9393,Naked Collection,"['Action', 'Drama', 'Thriller']",cn,1.689124,['Media Asia Films'],90.0,"['广州话 / 廣州話', 'English']",Naked Weapon,5.8
9403,Ghost in the Shell Collection,"['Animation', 'Drama', 'Science Fiction']",ja,9.377699,"['Bandai Visual Company', 'Production I.G.']",100.0,['日本語'],Ghost in the Shell 2: Innocence,7.3
9411,Samurai Trilogy,"['Action', 'Drama', 'Romance']",ja,4.281103,['Shochiku Company'],129.0,['日本語'],The Twilight Samurai,7.5
9412,The Twins Effect Collection,"['Action', 'Comedy', 'Horror']",cn,9.532044,"['Emperor Multimedia Group (EMG)', 'Million Channel Ltd.']",107.0,['广州话 / 廣州話'],The Twins Effect,5.5
9415,Ginger Snaps Collection,"['Drama', 'Horror']",fr,3.523822,['Copperheart Entertainment'],94.0,"['Italiano', 'English']",Ginger Snaps 2: Unleashed,6.2
9417,Dark Woods Collection,"['Adventure', 'Horror', 'Mystery', 'Thriller']",no,2.342872,['Spleis AS'],82.0,"['Deutsch', 'Norsk', 'svenska']",Dark Woods,5.9
9429,Ju-on Collection,['Horror'],ja,7.614692,['Oz Company'],92.0,['日本語'],Ju-on: The Grudge,6.7
9430,The Vengeance Collection,"['Drama', 'Thriller', 'Mystery', 'Action']",ko,10.616859,"['Egg Films', 'Show East']",120.0,['한국어/조선말'],Oldboy,8.0
9433,Ginger Snaps Collection,"['Drama', 'Horror']",en,2.522054,"['Lions Gate Films', '49 Film']",94.0,"['English', 'Italiano', 'Español']",Ginger Snaps Back: The Beginning,6.0
9438,One Missed Call Collection,"['Horror', 'Thriller']",ja,6.703174,['Kadokawa Eiga K.K.'],112.0,['日本語'],One Missed Call,5.8
9440,Inuyasha Collection,"['Action', 'Animation', 'Adventure', 'Fantasy']",ja,1.243744,['Shogakukan Production'],99.0,['日本語'],Inuyasha the Movie 2: The Castle Beyond the Looking Glass,6.6
9444,Starship Troopers Collection,"['Adventure', 'Horror', 'Action', 'Science Fiction']",en,12.348655,"['Startroop Pictures Inc.', 'Tippett Studio']",88.0,['English'],Starship Troopers 2: Hero of the Federation,3.8
9446,Ju-on Collection,"['Horror', 'Thriller']",ja,5.165962,"['Nikkatsu', 'Kadokawa Shoten Publishing Co. Ltd.', 'Oz Company', 'Xanadeux Company', 'Pioneer L.D.C', 'Tokyo Theaters Company', 'Aozora Investments']",95.0,['日本語'],Ju-on: The Grudge 2,6.5
9449,Ong Bak Collection,"['Action', 'Thriller']",th,7.89916,"['Baa-Ram-Ewe', 'Sahamongkolfilm Co.']",105.0,"['English', 'ภาษาไทย']",Ong-Bak: The Thai Warrior,7.0
9450,Infernal Affairs Collection,"['Drama', 'Action', 'Thriller', 'Crime']",zh,6.505146,['Media Asia Films'],119.0,"['广州话 / 廣州話', 'English', 'ภาษาไทย', '普通话']",Infernal Affairs II,7.2
9457,Saints and Soldiers Collection,"['Action', 'Adventure', 'Drama', 'History', 'War']",en,7.975389,['Excel Entertainment'],90.0,"['English', 'Deutsch']",Saints and Soldiers,6.6
9461,Open Water Collection,"['Drama', 'Thriller']",en,10.652818,['Plunge Pictures LLC'],79.0,['English'],Open Water,5.3
9465,Infernal Affairs Collection,"['Crime', 'Drama', 'Action']",zh,4.638465,['Media Asia Films'],118.0,['普通话'],Infernal Affairs III,7.0
9475,The Ring Collection,"['Drama', 'Horror', 'Thriller']",en,16.15818,"['DreamWorks', 'BenderSpink', 'Parkes+MacDonald Image Nation']",110.0,['English'],The Ring Two,5.5
9484,Bummer Collection,"['Action', 'Crime']",ru,1.400186,"['CTB Film Company', 'Pygmalion Production']",110.0,['Pусский'],Bummer,6.0
9489,Azumi Collection,"['Adventure', 'Drama', 'Action', 'Thriller', 'Romance']",ja,6.415721,['Amuse Pictures'],128.0,"['日本語', 'Português']",Azumi,6.5
9504,Cruel Intentions Collection,"['Drama', 'Thriller', 'Romance']",en,3.319071,"['Columbia TriStar', 'Original Film', 'Newmarket Capital Group']",85.0,['English'],Cruel Intentions 3,4.3
9508,What the Bleep! Collection,['Documentary'],en,7.631049,['Lord of the Wind'],109.0,"['English', 'Deutsch', 'Español']",What the #$*! Do We (K)now!?,5.8
9509,The Eye Collection,"['Thriller', 'Horror']",cn,4.496225,['Coproducción Hong Kong-Tailandia-Singapur'],95.0,"['广州话 / 廣州話', 'English', '普通话', 'ภาษาไทย']",The Eye 2,5.5
9535,Hellraiser Collection,"['Crime', 'Horror', 'Thriller', 'Mystery']",en,6.984609,"['Miramax Films', 'Neo Art & Logic', 'Weinstein Company', 'Dimension Films']",99.0,['English'],Hellraiser: Inferno,5.3
9547,Meet the Parents Collection,"['Comedy', 'Romance']",en,11.876386,"['DreamWorks SKG', 'Universal Pictures', 'Everyman Pictures', 'Tribeca Productions']",115.0,['English'],Meet the Fockers,6.1
9559,White Noise Collection,"['Drama', 'Horror', 'Thriller']",en,6.143324,"['Universal Pictures', 'Brightlight Pictures', 'Endgame Entertainment', 'The Movie Network (TMN)', 'Canadian Film or Video Production Tax Credit (CPTC)', 'Province of British Columbia Film Incentive BC', 'Corus', 'Gold Circle Films', 'White Noise UK Ltd.']",101.0,['English'],White Noise,5.6
9590,The Yakuza Papers Collection,"['Action', 'Drama', 'Crime']",ja,2.11911,['Toei Company'],99.0,['日本語'],"The Yakuza Papers, Vol. 1: Battles Without Honor and Humanity",7.2
9604,Brancaleone Collection,"['Adventure', 'Comedy']",it,1.851923,"['Fair Film', 'Cecchi Gori Group']",120.0,"['Italiano', 'Latin']",For Love and Gold,7.5
9611,Appleseed Collection,"['Animation', 'Action', 'Science Fiction']",ja,8.278525,"['Toho Company', 'Tokyo Broadcasting System (TBS)', 'Appleseed Film Partners', 'Digital Frontier', 'Geneon Entertainment', 'Mainichi Broadcasting System (MBS)', 'Micott Basara K.K.', 'TYO Productions']",101.0,['日本語'],Appleseed,6.8
